,class
82690,1
89765,1
100163,0
86794,1
60165,0
49730,1
43465,1
7637,0
131863,0
56849,1
115534,0
121327,1
61767,0
86918,1
63129,1
136872,1
60103,0
111077,1
98924,0
53996,1
2519,0
70937,1
37917,1
131428,1
99429,1
73916,0
26380,0
44343,0
36230,1
102651,1
134303,0
116099,1
113368,1
16682,0
85490,0
66367,0
102270,0
103919,1
83605,0
115470,0
77014,0
126147,0
24133,1
68766,1
71488,0
34149,1
12582,0
64586,1
70652,0
133781,0
19823,0
80344,0
64814,1
90808,0
6966,1
12580,1
17558,0
125570,0
3580,0
13198,0
76706,1
49693,0
96288,0
61867,0
124448,0
98899,0
48702,0
52180,0
59499,0
22856,1
125538,0
114475,0
14640,1
17570,1
42017,0
59124,0
115086,1
4347,0
96422,0
112031,0
71434,1
28904,0
65161,0
49279,0
75252,0
13698,1
59059,0
122269,0
78037,1
37426,0
118588,1
25668,0
88671,0
136672,1
68190,0
4026,1
89230,0
109601,0
62099,0
18456,1
34159,0
47096,1
87260,1
117579,0
60423,0
124709,0
8422,0
37928,1
87681,0
133744,0
50240,0
14505,0
86886,0
52345,1
28935,1
107510,0
6673,0
192,0
109397,0
50558,0
49436,1
84957,1
24391,1
23613,0
92124,0
64282,1
35638,0
86392,1
72922,1
121475,0
51439,1
54994,1
76198,0
107982,1
9252,1
35491,0
64695,0
45321,0
52736,0
12497,0
18632,0
50226,0
63289,0
77025,0
45122,1
38846,0
89500,0
110343,0
3347,0
54160,0
82032,1
123534,0
92815,0
128109,0
93234,0
107951,1
79112,0
133177,0
97226,0
125037,0
625,0
89235,0
124650,0
81444,0
90476,0
36973,0
101001,1
66226,1
60071,1
60418,0
128240,1
94111,0
50058,0
23929,0
61456,0
116268,1
44349,0
96359,0
5638,0
74984,0
39315,0
110090,0
111621,0
93529,1
118635,1
80441,1
6743,1
3174,1
69318,1
34737,1
91738,1
122590,0
22048,0
33721,0
50017,0
50925,1
28416,0
127529,1
85126,0
9593,1
106208,0
101195,1
64679,0
49097,0
77491,1
24580,0
41661,0
68547,0
49324,0
96958,0
111839,1
58389,1
88518,0
49477,1
78915,0
132247,1
58519,0
70249,1
72404,0
34542,1
36764,0
10463,0
135978,1
96402,0
80304,1
111356,1
89673,0
137544,0
132935,0
88845,0
12503,1
52122,1
56699,1
11724,0
53149,0
40032,0
13067,1
117845,0
93572,0
73040,0
10622,0
92429,1
12019,1
18624,0
21025,1
99548,1
109937,0
103425,0
40195,0
27463,1
117116,0
106326,1
7515,0
96236,0
17779,0
14565,0
122849,0
55897,0
6290,0
135410,1
24877,0
122554,1
68121,1
133339,0
115497,0
37267,0
112246,1
118501,0
36448,0
28062,0
59794,1
59721,0
66610,1
30701,0
86077,1
60386,0
77882,0
54807,0
80210,0
50593,1
102819,1
29277,0
95755,1
85303,0
112413,1
57521,1
41530,1
112816,1
30498,0
127951,1
77606,1
21492,1
102526,0
53365,1
7426,0
21583,0
126396,1
9706,0
41460,0
63725,1
92998,1
98570,1
98343,1
81978,1
78287,1
79356,1
136419,0
39816,1
72347,0
36493,0
131134,0
117339,0
47588,1
130079,0
116409,0
16066,1
73472,0
115499,0
28779,0
115481,0
57230,1
20465,0
35343,1
26529,1
58907,1
124726,0
108024,0
28955,1
86427,0
1501,1
135839,1
83851,0
79771,1
2538,0
56866,1
104909,0
106912,0
39661,0
39075,0
51724,1
17268,0
81209,0
1606,1
93239,0
104508,1
38529,0
38664,0
130752,0
77289,0
37948,1
19586,0
109747,1
132951,1
116521,1
74896,1
97498,0
88583,0
135762,0
63795,1
89521,0
30336,0
98227,0
53521,0
99485,0
128054,1
8090,1
37751,1
131883,1
105408,0
51441,0
24648,0
49769,0
31271,0
14600,1
130840,0
28722,0
19437,1
83853,0
16059,1
11852,1
88323,0
33414,0
66986,0
109908,0
72099,0
51973,0
30233,0
34921,0
135031,0
37748,1
43508,1
30467,1
60861,0
45523,1
117271,1
57779,1
35868,1
108663,0
29332,1
31350,1
43310,0
80263,1
117695,0
25474,0
82331,1
131088,0
27326,1
36627,0
101227,0
57697,1
92203,0
137523,0
109209,0
93599,0
63170,1
104905,0
119317,1
123066,0
28641,0
77077,0
76214,1
134284,1
59552,1
114355,0
28504,1
86396,1
47052,1
30826,0
71477,0
19480,0
7778,1
117799,0
51154,1
90992,1
105858,0
37498,0
91843,0
78120,1
103512,1
42383,1
126393,0
58963,0
82926,1
49296,0
123190,0
34023,0
38615,1
64333,0
56300,0
62448,0
106356,1
110555,1
60182,0
100000,0
51980,0
70618,1
74902,1
54287,1
98138,1
71847,0
55889,1
11694,0
24380,0
31120,0
4900,0
24334,0
17682,1
137373,0
20886,0
130695,0
83814,1
99007,0
55118,1
98847,0
63298,0
116640,0
93343,0
91378,0
67619,0
63538,0
20769,0
6774,1
80044,0
108648,0
19839,0
99208,1
116492,1
97737,0
131082,0
95745,1
75135,0
74995,1
136125,1
7045,0
127284,0
92694,0
132320,0
101121,0
97722,0
120438,0
104714,1
122667,1
10315,0
126408,1
49930,0
28819,0
4756,0
44171,1
30034,0
64355,0
88272,0
19227,0
65608,0
4485,1
58615,1
11363,0
49325,0
120077,1
22608,0
13020,0
37319,0
85376,0
84206,1
105066,0
114192,1
79019,0
123142,1
61454,0
73503,0
64345,0
42416,1
70711,0
35024,0
80395,1
6575,0
9148,1
104431,0
123578,0
21219,1
31606,0
85546,0
6117,0
16671,0
35940,0
87715,1
40446,0
35739,0
66097,1
12174,0
27394,1
21124,0
125608,0
110519,1
12025,1
128119,0
40368,1
27863,1
43537,0
3168,1
18548,0
35378,1
16607,1
81870,0
14256,0
115782,0
9363,1
94881,0
120264,1
103022,0
59780,0
12793,1
58481,0
92395,1
24695,1
49252,0
43283,0
4860,0
120426,0
28445,0
53073,0
2220,0
118309,0
44198,0
119511,1
11698,0
88782,0
105916,0
74686,0
119302,0
107777,1
2201,0
28649,0
135509,0
19953,0
26560,1
100285,0
27032,1
132355,1
9447,0
34507,1
492,0
9484,0
54152,1
78969,0
54914,0
1574,1
6417,0
91361,0
34969,0
122323,0
50299,0
132269,0
39007,0
116549,1
137301,0
90308,0
90740,0
88167,1
78494,0
7959,0
25478,1
46983,1
88629,0
133014,0
21803,0
41197,0
60515,0
127873,1
57170,1
40145,0
109005,0
46704,1
99492,1
121517,0
2966,1
14559,1
99427,1
113014,0
112572,0
55154,0
126787,1
107245,1
21270,1
320,0
35646,1
85116,0
69127,0
54753,0
4189,0
31381,0
46139,1
64100,0
119814,0
37400,0
126583,0
97779,1
123221,1
68056,0
45415,0
38918,0
43457,0
12509,0
127326,0
119263,0
23712,0
127777,0
136508,1
63625,0
109130,0
46744,0
42182,0
49238,0
4438,0
412,1
60706,0
133790,0
15358,1
119576,0
124422,0
26636,0
118099,1
8795,0
9618,1
123925,0
127665,0
62044,0
45480,1
91304,0
109113,0
36566,1
127478,1
71309,0
23086,1
123719,1
63192,1
137684,1
22438,1
106814,1
10001,0
3581,0
8433,1
8604,1
61175,0
19359,0
3165,0
63925,0
50224,1
136578,0
117646,0
58579,0
16777,1
22416,0
32921,0
106280,0
90888,0
39390,1
73151,1
36367,0
111123,0
53013,1
128887,0
21765,0
90349,0
115505,0
39104,0
13178,1
35446,0
126621,0
89007,1
712,1
95459,0
53509,0
18109,0
126237,1
18605,1
106087,0
66842,0
39362,0
57957,0
14606,1
94171,0
56446,1
133111,1
108028,0
65778,0
62313,1
114212,1
133380,1
48813,1
19237,1
10108,0
65064,1
85418,0
136272,1
9152,0
97393,0
79643,0
122309,1
100648,0
64212,0
33980,1
95120,0
12537,0
126372,0
89155,1
38128,0
2082,0
116477,0
70755,1
23399,1
1667,1
62643,1
39234,1
47785,0
46736,1
17373,0
127226,0
105633,1
41311,0
48462,0
97958,0
10965,1
40658,1
7178,0
136579,0
86961,1
122511,0
135910,0
35628,1
20267,0
64278,1
133169,1
17438,0
114223,0
8825,0
80156,1
2074,0
7708,0
71866,1
100359,0
90156,0
59364,0
24549,1
59504,0
27640,0
46335,0
116505,0
104582,0
41879,0
97302,0
31547,0
78810,1
56723,0
97497,1
62230,0
88227,0
31055,1
13846,0
114339,0
62143,1
134801,0
109941,1
63496,1
52883,0
113832,0
26139,0
77565,0
103836,0
103992,0
44086,1
66569,0
90894,0
25273,1
93816,0
78714,1
33460,0
62019,1
61745,1
11002,0
32267,0
127714,1
7895,0
32209,1
20689,0
114161,0
6828,1
136278,1
21801,1
4122,0
93046,0
39522,0
69558,1
115089,0
118430,0
92714,0
97462,0
124567,0
105611,0
83996,1
106049,0
77708,1
4111,0
97892,1
91370,1
8148,1
25305,0
31262,1
98531,0
14953,1
29638,0
9072,0
130021,0
16108,0
66053,0
105831,1
101273,1
48130,0
24252,0
112420,0
62989,1
61945,0
65386,0
38187,0
98416,1
61795,0
67525,1
39908,1
134972,1
80440,0
56394,0
55434,0
46774,0
53150,0
133629,0
73190,1
86128,1
114137,0
104830,0
32068,1
82142,0
19017,1
64779,0
37249,1
68036,0
1178,1
120293,0
63997,0
115703,0
75090,0
132146,1
24799,0
54779,1
39996,1
83523,1
129929,1
102171,0
91949,1
128587,0
26804,0
66623,1
92432,0
14701,0
70075,1
123102,1
61348,1
2395,1
10400,1
60290,0
36240,1
39503,0
15795,0
2762,0
12770,1
32277,0
134286,1
134710,0
28453,0
126877,0
66775,0
77073,0
134758,0
72357,0
68696,0
7941,1
120193,0
45240,0
34131,0
12906,1
48882,0
99390,0
109898,0
21786,0
87754,0
3333,1
20938,0
29743,1
19440,0
26040,0
6278,1
105680,1
53229,0
86903,1
17677,0
87251,1
92195,0
28529,0
28508,1
120597,0
121260,0
79234,0
5824,0
65948,0
58714,1
32331,0
81126,0
127094,1
59752,1
53568,0
65422,0
7195,1
53407,0
72351,1
132177,0
6329,0
31628,0
48283,1
48808,1
100608,0
78908,0
71613,0
36025,0
19479,0
101485,0
85697,0
13654,1
27226,0
3052,0
32308,1
15036,0
62307,1
56515,0
132705,1
87948,1
45539,1
125128,0
61986,1
49004,0
10571,0
120444,0
10816,0
4410,0
3297,1
128263,0
30399,0
91560,0
96932,0
74271,1
6601,0
48239,0
64218,0
128678,1
67057,0
80857,1
48547,1
112213,1
116097,1
8847,0
125495,0
136796,0
119517,0
49542,1
125052,0
111822,1
76545,0
11183,1
33397,0
127393,0
131961,0
48404,0
122333,1
40154,0
78775,0
64467,1
137444,0
119581,1
35667,0
79607,0
35012,0
59105,1
18834,1
18877,1
135847,0
36136,0
93407,0
49078,0
75954,1
57814,0
92853,0
40178,1
113851,0
3546,0
71154,0
46270,1
70972,1
99551,0
68592,0
107047,0
68558,0
134399,0
117128,0
86244,0
18505,0
74328,1
20766,1
54840,1
105932,1
122181,0
60340,0
135225,1
98059,1
20652,1
44538,0
52988,0
6781,0
14587,0
90306,0
63840,0
86040,0
99434,1
87530,0
116985,0
95597,1
84383,0
111784,0
90093,0
125807,1
77520,0
16816,0
57630,1
24229,0
59435,0
109136,1
134194,0
61706,0
127332,1
94226,1
84800,1
63457,1
62551,0
31657,0
104169,0
42478,0
11953,0
1287,0
132612,1
115431,0
85295,1
119632,1
137579,0
105031,0
129875,0
86339,0
82580,1
1989,1
82558,1
61592,1
28975,0
36219,0
2471,1
43890,0
60458,0
23666,1
82489,1
42225,0
10820,1
59362,0
22556,0
22661,1
25736,0
40785,0
68740,0
9207,1
45458,0
92640,1
53901,1
61230,0
32572,1
134949,0
1684,1
85764,1
125053,1
85241,1
61823,1
108690,1
101302,1
4992,1
80735,1
14921,1
90204,1
89723,1
24672,0
986,1
108501,0
64780,0
64269,0
77716,0
88576,1
118962,0
102417,1
22499,0
59635,0
60748,1
121612,0
51421,1
22176,1
130838,1
135787,0
5029,0
48706,0
29257,1
64499,0
41909,1
9209,0
70902,0
38987,1
77740,0
111200,1
102244,0
5085,0
32257,1
65590,0
118658,0
61407,1
43146,1
81303,0
130809,0
33970,0
130078,0
124289,0
448,0
9546,1
114404,0
29170,1
87124,0
94416,0
113020,0
1138,1
45767,0
33447,1
18493,0
80116,0
55150,1
68215,0
43540,1
55505,1
84229,1
125791,0
95159,0
40329,1
78226,0
68245,0
101778,0
111284,0
127970,1
20714,0
19986,0
114120,0
60025,0
106416,0
48420,1
126895,0
82185,0
94595,0
134398,0
82868,1
95187,1
67351,0
18391,0
78327,0
122753,1
49139,1
87541,0
98588,1
90530,1
91558,0
66092,0
3964,0
2934,0
117920,0
105320,1
11238,1
86808,0
44560,0
1353,0
37983,0
122775,1
95225,0
66641,0
132837,0
17003,0
4719,0
102757,0
5894,0
2286,0
87335,0
131411,0
103019,0
99398,0
129312,0
34511,1
91022,1
31778,1
80430,0
106333,0
22218,0
15563,0
74503,1
69017,0
65979,1
4421,1
103618,0
65254,0
35577,0
80060,1
95768,0
109544,1
80355,0
21018,0
42549,0
109592,1
19367,1
137296,1
8303,0
116744,0
121004,1
66575,0
9396,0
103637,0
44833,0
11911,0
125283,0
109930,1
94294,0
110103,0
33922,0
115902,0
3379,0
126543,0
125999,1
19949,0
49999,0
77964,0
84194,1
51429,0
55596,1
97267,0
111792,1
48602,0
37709,0
30605,0
111799,0
86187,0
134682,0
91018,0
42014,0
67615,0
113726,0
17652,1
39580,0
8485,0
47048,0
41838,0
74593,0
65459,0
10568,1
36087,1
80099,0
116083,0
92498,1
39342,0
102284,0
112112,0
101985,0
72383,0
59929,1
52023,0
11492,1
103263,0
77290,0
62561,0
35744,1
24572,0
114213,0
48829,1
42769,1
42081,0
57839,0
128088,1
9679,0
116992,0
63855,1
79624,1
41359,1
55861,1
49482,1
39730,0
76771,1
129714,1
88968,0
57149,0
108120,1
136130,0
106546,0
67179,0
39953,0
76887,1
59755,0
30292,0
2303,0
77976,0
47018,0
64836,1
121567,1
135030,1
100335,1
96330,1
98611,0
102197,0
46405,1
4027,0
37077,0
118659,1
125019,1
51836,1
75225,0
29665,1
130272,0
33433,0
57979,0
63672,0
16853,1
12636,0
77878,0
1692,0
48269,1
41376,1
80065,1
32685,1
104798,0
62732,0
117515,1
82201,0
16947,0
65163,1
76645,1
23437,0
2610,1
119160,0
137067,1
31609,0
9266,1
3485,1
96788,1
88237,1
81096,0
98275,0
48414,0
98369,1
21768,0
14580,0
69752,0
81030,1
8783,0
12551,0
18941,0
105639,0
134513,1
25240,0
10600,0
122813,0
92634,0
39798,1
119924,0
50687,0
48557,0
58309,0
84915,0
35167,1
111593,0
79076,1
134232,0
81958,1
126192,1
67479,1
40655,0
9494,0
68552,0
79789,0
86065,1
28616,0
111523,0
121927,0
41035,0
73506,0
11805,0
99217,1
89345,0
136972,0
106856,1
20874,0
114836,0
109017,0
56020,0
77672,0
77273,0
37472,0
130267,0
32506,0
106038,1
35474,1
73304,0
103598,1
81416,0
64776,1
89795,0
42097,0
74241,1
106971,0
44007,1
116126,0
73313,0
34513,0
29750,1
135314,0
52082,1
39080,0
99160,0
46911,0
86851,1
84409,0
38403,1
20366,0
41526,1
12623,0
15172,0
42228,1
31442,0
124333,1
50467,0
88256,0
61674,0
87690,1
28149,0
8298,0
51361,0
37180,0
13493,1
111580,0
79943,1
80706,1
112398,0
108718,0
48377,0
99061,1
94602,0
86351,0
94775,0
80127,0
41353,1
119423,0
61754,1
87313,0
59215,0
70257,0
46918,1
99749,1
32476,0
29427,0
28883,0
133349,0
122467,0
131478,0
29117,0
5323,0
134257,0
3215,0
13745,0
136468,1
130215,0
35153,0
71862,0
14309,1
111603,0
101017,0
3382,0
15759,0
469,1
65242,0
96855,0
112103,0
56254,1
88375,0
7935,1
46668,1
134964,1
33886,0
68109,1
10640,1
9535,0
55265,1
93697,1
63718,1
4377,1
2437,0
54597,0
68792,1
101913,0
42195,0
81935,0
81773,1
39573,1
6557,1
40208,0
80307,0
7324,0
108886,0
124161,0
106528,0
69937,0
47347,0
50091,1
74330,0
56685,1
85309,1
22167,0
133613,0
12146,1
33202,0
87941,0
137531,0
99311,0
70565,1
62623,0
131584,1
119357,0
134078,0
66122,1
12955,1
49198,0
92001,0
133437,0
95374,1
39993,0
120189,1
137294,0
42224,0
50808,1
86154,0
113737,1
16216,1
121180,0
67288,0
15509,1
83368,0
43594,1
76380,1
135544,0
11055,0
21751,1
107120,1
6950,1
38767,0
77545,0
70877,0
102525,1
9781,0
49366,0
104701,0
78661,0
74881,0
90088,0
92690,1
2942,1
136774,0
11268,0
129992,0
111545,0
58078,0
127120,1
132407,0
137259,0
105784,1
58342,0
94275,0
43268,0
114513,0
102455,1
49955,1
67683,1
90292,0
80033,0
84304,1
98750,1
11230,0
69979,1
34916,0
92080,0
111943,0
60928,1
112795,0
1680,0
82751,1
98509,0
21164,1
107829,0
117675,1
13260,1
63447,1
128025,1
58003,0
101696,1
104376,1
78025,0
100435,0
129778,0
36180,0
13147,0
12442,0
18277,0
109549,0
73904,0
50102,1
79817,0
6404,1
115893,0
35163,1
111437,0
23939,0
1461,0
86577,0
17676,1
115201,0
72189,1
20602,1
130715,1
101592,0
74949,1
31291,0
59525,0
43444,1
89337,0
28868,1
95807,0
33556,0
102754,1
76240,1
92888,0
74818,1
81952,0
128245,0
49380,0
28373,0
1051,0
87730,0
60317,1
130035,0
56036,0
107014,1
85028,0
19164,0
6648,0
95565,0
129125,0
28459,0
137235,1
22672,1
122776,1
48027,0
38885,0
33867,1
7521,1
137698,1
128585,1
131068,0
55108,1
93177,0
88602,0
134103,1
104895,0
108588,0
22985,1
88715,1
20024,1
94660,1
137580,1
33291,1
21457,1
123000,0
110666,1
14142,0
16900,1
123012,0
99797,0
45551,1
7087,1
8095,0
7131,0
124791,0
86975,1
124589,0
54179,1
112301,1
31961,0
36389,0
8852,0
78435,1
14919,0
12031,1
79861,1
243,0
2979,0
26787,0
121330,0
17632,0
56350,0
73831,0
34908,1
53422,0
46449,0
132686,0
51703,0
13898,0
129546,0
17066,0
10582,0
91536,1
92023,0
100948,1
73068,1
38644,0
51922,0
129841,0
135558,1
99530,1
83205,1
117253,0
93707,1
105585,0
29611,0
86352,1
13419,0
100812,1
19508,1
73168,0
65646,0
39352,0
36293,0
111232,0
9524,0
78111,0
59939,0
79560,1
72040,0
88766,1
10310,1
34435,0
106933,0
52279,1
79864,1
57251,1
126580,1
63950,1
93788,0
10993,0
44997,0
42950,1
62153,0
56669,0
60895,0
50937,0
105115,0
99116,1
32048,0
115908,1
101538,1
25962,0
68338,0
83983,0
5402,0
34714,0
122446,1
82279,0
76098,0
110548,0
127712,0
137185,1
117859,0
30798,0
58841,0
46563,1
105146,1
14444,0
102711,0
2804,0
68418,1
19631,0
129961,0
66432,0
12249,0
91861,1
119347,0
78702,0
127483,1
97009,1
96231,1
2064,0
87020,0
52112,1
29822,0
22158,0
42154,0
3783,1
106951,0
119464,1
125892,1
1754,0
127350,1
15650,0
80321,0
61423,0
130357,0
123557,0
90454,0
37661,0
12935,1
15374,0
16196,1
9755,1
34172,0
40648,0
3221,1
119865,0
45221,1
100306,0
38232,1
75319,0
42253,0
65669,1
136056,0
125975,0
90387,0
96709,1
47469,0
111257,1
41117,1
104558,1
15378,0
99692,0
44035,0
114868,1
40191,0
71494,0
91453,1
4510,1
101420,0
58372,0
53652,0
119717,0
98043,0
99460,0
13860,0
54113,0
25076,0
80093,0
92813,1
19704,0
96512,0
45065,1
47129,1
41182,1
125613,1
85406,0
98971,0
113803,1
15658,0
96038,0
95539,1
109567,0
22664,0
87192,0
96931,1
54107,1
19554,0
69024,1
124118,1
79260,1
25248,1
109413,0
67904,0
88944,1
69348,0
82171,0
114172,1
22576,0
118468,0
85602,0
132601,0
117983,0
8553,0
81335,0
73462,0
115940,1
80905,1
79499,0
21663,1
98760,1
95583,1
20074,0
126646,0
8681,0
48472,1
81732,0
64222,0
112493,0
6810,1
46777,0
27887,0
135181,1
66910,0
35982,0
37519,0
118567,0
44611,1
43222,1
99296,1
96172,1
113683,1
24479,0
87601,0
3096,1
64114,0
96635,1
83761,0
18692,0
112146,0
71905,1
94533,0
94644,0
118011,0
130430,1
66994,1
24880,0
31090,0
50776,0
77346,0
108576,0
22979,0
74980,0
125185,0
95613,0
29533,1
31512,1
111617,0
79110,1
6524,1
19717,0
29026,0
11407,1
50300,0
4765,0
30386,0
132843,1
67745,0
136708,1
69800,1
28668,1
135830,0
86645,0
108617,0
79145,0
71405,1
5301,1
86139,1
72365,0
7745,0
113039,0
1168,1
82631,1
112848,0
2205,0
82613,1
7894,0
2503,1
134550,0
23705,1
79794,0
7827,0
10747,1
82858,0
94942,1
85914,0
19111,0
78385,0
2611,0
96896,0
47870,1
43326,1
131781,1
120015,1
35702,0
24567,1
34807,1
44974,0
19377,0
25550,0
93557,0
9086,1
104710,1
112474,1
105575,0
58890,1
129277,0
114601,0
137081,0
47904,0
42339,0
137535,0
38873,0
63641,0
5106,0
100733,1
11955,0
34424,1
52356,1
117719,1
83235,0
53128,1
137073,0
98925,0
85331,0
101065,0
54935,1
48756,0
46605,1
104355,0
124303,1
130408,1
89695,0
1885,1
117415,1
88978,0
75993,1
94362,1
52908,0
61806,0
69078,0
99181,0
130601,1
128810,0
61154,0
2300,1
131904,1
94589,0
55487,1
106580,0
99361,1
112495,0
130333,0
47382,0
42021,0
78532,0
107953,0
23669,0
37689,0
120314,1
77827,0
11922,0
20764,1
45751,0
126274,0
61112,0
42107,0
17925,0
52550,0
105346,1
44401,0
45782,1
69480,0
28946,0
18555,0
61377,0
59689,1
75641,1
17781,1
71109,0
46619,1
104975,0
59562,0
102158,0
76050,0
65910,1
117198,0
50509,0
38089,0
39761,1
31259,1
122358,1
105896,0
16241,1
62309,1
115243,0
28911,0
36948,0
116822,1
114896,0
58306,0
25518,0
95207,0
76344,1
82463,0
101247,1
58284,0
135973,0
105792,1
52154,1
30834,0
16781,0
26754,0
77719,1
54157,0
96568,1
56730,1
56861,1
130350,0
1342,1
70970,1
15910,1
25587,0
103719,0
29307,0
117894,0
55525,1
120574,1
87189,1
84528,0
48817,1
57436,0
132464,0
92741,0
37280,1
110436,1
44103,0
46019,1
129866,1
132124,1
90112,1
121946,0
94677,1
99582,0
134987,0
58143,0
92481,0
70273,0
23632,0
15830,0
49846,0
2456,0
100570,0
102598,1
101054,1
66600,1
136736,0
3563,0
6123,1
95594,0
20170,0
2449,0
1579,0
12522,0
61559,1
77765,1
88094,0
58129,1
29913,1
47268,1
44387,0
67327,1
67207,1
20960,0
47313,1
62607,0
9415,0
113460,0
80471,0
121737,0
112979,1
84857,0
119004,1
14585,0
132101,0
118355,0
44597,1
77384,1
40602,0
103587,1
52460,0
62974,1
42250,0
74002,1
89963,0
137621,1
48832,0
110135,0
15123,0
37021,0
76507,1
54182,0
68943,1
28065,0
122347,0
92669,0
115123,0
57460,0
103288,0
120350,1
12357,0
54911,0
10068,1
121404,0
87940,0
44697,0
133118,0
31479,1
83740,0
132510,1
55912,0
60145,0
22780,0
11,0
77137,1
55648,1
135143,1
79881,0
135385,0
43848,0
42710,1
103442,0
27470,1
35169,0
16490,0
40244,0
57652,0
124241,1
123509,1
90778,0
31574,1
1506,0
75975,1
86929,1
135275,1
123778,1
35603,1
39175,0
62693,1
29752,0
96815,0
66305,1
41447,1
34311,0
68712,0
131769,0
13415,0
89066,1
117338,1
57099,0
50227,0
52219,0
74615,0
37817,0
117482,0
76196,0
64769,1
72894,1
27512,0
42479,1
82414,1
54923,1
53600,1
55718,1
51908,0
44763,1
50121,1
92681,0
107008,0
93769,1
102702,0
82611,1
136641,0
75976,1
113998,0
20852,0
95752,0
43426,0
85658,0
1449,0
9300,0
99395,1
62592,0
51199,1
103373,1
113546,0
120931,1
22426,0
67617,0
16976,1
56535,1
120626,1
244,0
65184,0
10135,0
33023,0
28749,0
101903,0
107628,0
31050,0
26424,0
44829,0
9828,0
134597,0
5060,1
43769,0
88868,1
4376,0
16797,0
74166,1
61828,0
43668,0
31162,0
34056,0
130374,0
39177,0
26884,0
112663,0
30139,1
67439,1
6649,1
31,1
117820,0
92442,0
69790,0
112977,0
41616,1
13277,1
104479,0
40651,1
53443,1
52607,0
67565,0
50087,0
5787,0
106667,0
22350,0
79840,1
108593,1
23006,0
82934,1
40316,0
129771,0
130983,0
100329,1
125840,0
102903,0
34858,1
114638,0
99360,1
128075,1
118939,1
81175,0
67308,0
54570,1
24266,0
90487,1
91114,0
30316,1
127150,1
43363,1
32990,0
100595,1
82826,1
61046,1
129379,0
36441,0
36628,0
77220,0
104715,0
110823,0
64964,1
3524,1
100713,1
41543,1
28785,0
2077,1
108748,0
62602,0
60779,1
118941,1
124622,1
80856,0
8889,0
64385,0
120448,0
98220,1
110029,1
118231,1
64541,1
118479,0
66387,0
82296,0
1967,1
74727,1
76839,0
71199,0
101002,0
90542,1
102664,0
124960,1
50869,1
49815,1
6808,0
25202,1
63232,0
34596,1
72400,0
122882,1
101423,1
101136,0
59028,1
72595,1
117454,1
9043,1
61248,1
59323,1
58467,0
53221,1
71422,1
32946,0
120814,1
4013,0
99924,0
87311,1
50588,1
79153,0
53889,1
101262,1
95049,1
47445,1
114901,1
49203,0
73386,1
114415,0
44247,0
53346,1
50719,1
91143,1
111159,0
30332,1
15145,0
118822,1
56979,1
91509,0
56068,1
102170,1
137132,1
60077,1
116141,0
6219,0
25141,0
58065,1
132356,0
72533,0
38121,1
38886,1
84236,1
32828,1
115953,1
28256,0
102590,1
23473,0
56902,1
136983,0
130368,1
107629,0
44510,1
751,0
95422,1
60216,1
102319,0
54085,0
871,1
77433,0
137653,1
51500,1
64182,0
63153,0
102802,0
11431,0
75120,1
64517,0
22413,1
79088,1
45746,0
111556,1
40925,0
17395,0
53601,0
104815,1
52542,1
71838,1
124185,1
43646,1
105120,1
34865,0
54110,0
14566,1
111879,0
75757,1
23745,0
27708,1
21273,0
103202,0
101349,0
61477,0
82684,1
106117,1
85929,1
114378,1
103001,0
124129,1
79366,0
60508,0
18458,1
133144,0
126213,0
69341,1
104631,0
31003,0
63537,0
50872,1
92002,0
31819,0
126510,1
19802,0
58856,1
117397,0
59466,0
21392,1
73276,1
128864,0
117996,0
38982,1
125419,0
21928,0
18154,1
98861,0
62228,0
21005,0
53344,0
105350,0
136097,1
82461,1
5565,1
92689,1
13664,1
91599,0
93327,0
112235,0
4442,0
25428,0
137507,0
97237,0
130508,0
124390,0
28283,0
122156,0
121377,1
81200,0
27143,0
134002,0
56579,0
16078,1
67882,1
84920,1
97842,1
6670,0
103169,0
80408,0
21467,0
56559,0
76112,0
32761,0
25471,0
18762,1
122853,0
78622,1
6058,1
111559,1
106817,0
78919,0
25979,0
42632,0
112760,1
22615,1
125140,1
73027,0
61432,0
16691,0
55888,0
128005,0
83920,0
123785,0
129801,1
24723,0
109485,0
61634,0
59316,0
34691,0
59757,1
135650,0
64899,0
135903,0
